,WB6A,WB16,MT9,MT11,CM3,CM8,CP2,UN7,UN14N,VT9,MA1,AF10,AF11,SB2U,TA16,LS2
6_Congo_MICS6_640_17_3,20.0,,2.0,2.0,2.0,2.0,2.0,2.0,19.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_640_17_4,31.0,,2.0,1.0,1.0,2.0,2.0,1.0,19.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_640_17_7,31.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_640_18_1,31.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_640_19_2,31.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_640_20_3,32.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_640_20_4,31.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,,,4.0
6_Congo_MICS6_640_20_5,10.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_640_21_2,20.0,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_640_23_2,10.0,,2.0,1.0,1.0,2.0,2.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_640_24_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_640_26_2,20.0,,2.0,2.0,6.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_640_29_2,31.0,,2.0,2.0,1.0,2.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_641_1_2,10.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,17.0,2.0,1.0,2.0,1.0,2.0,3.0,6.0
6_Congo_MICS6_641_2_2,20.0,,2.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_641_3_7,31.0,1.0,2.0,1.0,,2.0,2.0,3.0,93.0,2.0,3.0,1.0,4.0,4.0,,3.0
6_Congo_MICS6_641_4_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_641_4_3,10.0,,2.0,2.0,,2.0,2.0,1.0,12.0,2.0,3.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_641_5_2,32.0,,2.0,2.0,0.0,1.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_641_6_2,32.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_641_7_1,31.0,,2.0,1.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_641_7_6,32.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,9.0
6_Congo_MICS6_641_7_10,31.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_641_8_2,10.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,30.0,2.0,1.0,2.0,1.0,1.0,,3.0
6_Congo_MICS6_641_8_3,20.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,27.0,2.0,3.0,1.0,1.0,4.0,,2.0
6_Congo_MICS6_641_9_4,31.0,,2.0,2.0,,2.0,2.0,1.0,9.0,2.0,3.0,2.0,1.0,,,5.0
6_Congo_MICS6_641_9_5,31.0,,,2.0,,2.0,2.0,1.0,25.0,2.0,3.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_641_9_6,31.0,,2.0,2.0,,2.0,2.0,1.0,13.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_641_9_8,31.0,,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_641_11_2,20.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_641_12_1,31.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_641_12_6,31.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_641_13_2,20.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_641_14_1,31.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,4.0
6_Congo_MICS6_641_15_2,10.0,3.0,2.0,2.0,1.0,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_641_16_1,10.0,,2.0,2.0,2.0,1.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,3.0,,6.0
6_Congo_MICS6_641_16_2,10.0,,2.0,2.0,,2.0,2.0,1.0,95.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_641_17_1,31.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_641_18_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_641_19_1,20.0,,2.0,2.0,,2.0,,,6.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_641_20_1,31.0,1.0,2.0,1.0,3.0,1.0,,,3.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_641_22_1,10.0,,2.0,2.0,2.0,2.0,,,9.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_641_23_1,31.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_641_24_2,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_641_25_2,40.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_641_26_1,31.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_641_28_1,20.0,,2.0,2.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_641_29_1,31.0,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,1.0
6_Congo_MICS6_642_1_2,10.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_642_2_1,10.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,29.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_642_2_2,32.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,28.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_642_2_4,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_642_3_1,31.0,,2.0,1.0,,2.0,,,8.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_642_6_2,31.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_642_6_4,31.0,,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_642_7_2,10.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_642_8_2,10.0,,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_642_9_1,31.0,,2.0,1.0,4.0,2.0,,,9.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_642_9_2,31.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_642_10_2,31.0,,2.0,1.0,2.0,2.0,,,10.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_642_11_1,31.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,24.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_642_12_6,10.0,,2.0,1.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_642_13_2,31.0,3.0,2.0,2.0,3.0,2.0,,,9.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_642_14_1,10.0,,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_642_15_2,20.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_642_16_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0
6_Congo_MICS6_642_16_5,20.0,,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,,1.0
6_Congo_MICS6_642_18_1,10.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_642_19_2,31.0,3.0,2.0,2.0,2.0,1.0,,,93.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_642_19_4,31.0,,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_642_20_2,10.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,,1.0
6_Congo_MICS6_642_21_1,20.0,,2.0,2.0,2.0,1.0,,,94.0,2.0,1.0,1.0,1.0,1.0,,1.0
6_Congo_MICS6_642_22_2,20.0,3.0,2.0,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_642_22_3,10.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_642_23_2,10.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,7.0
6_Congo_MICS6_642_23_4,31.0,,2.0,2.0,,2.0,2.0,1.0,20.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_642_24_2,10.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_642_25_1,20.0,,2.0,2.0,1.0,2.0,2.0,1.0,22.0,2.0,1.0,1.0,1.0,4.0,30.0,6.0
6_Congo_MICS6_642_26_2,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,95.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_642_27_2,10.0,,2.0,2.0,1.0,2.0,,,4.0,2.0,1.0,1.0,1.0,2.0,,1.0
6_Congo_MICS6_642_28_2,20.0,,2.0,2.0,,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_642_29_2,31.0,1.0,2.0,2.0,1.0,2.0,,,94.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_642_30_2,31.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_643_1_3,32.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_643_1_4,32.0,,2.0,1.0,,2.0,2.0,1.0,14.0,2.0,3.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_643_2_1,10.0,,2.0,2.0,2.0,2.0,,,10.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_643_3_2,20.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_643_4_1,20.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_643_4_2,20.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_643_5_1,10.0,,2.0,2.0,4.0,2.0,1.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,3.0
6_Congo_MICS6_643_6_2,31.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_643_7_2,32.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_643_8_2,32.0,,1.0,1.0,,2.0,2.0,1.0,25.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_643_8_3,32.0,,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_643_8_4,31.0,,2.0,2.0,,2.0,2.0,1.0,95.0,2.0,3.0,,,,,4.0
6_Congo_MICS6_643_10_2,20.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,,,3.0,,5.0
6_Congo_MICS6_643_11_1,31.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_643_11_2,31.0,,2.0,1.0,,2.0,2.0,1.0,14.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_643_12_2,31.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_643_13_1,32.0,,2.0,1.0,0.0,2.0,,,5.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_643_15_2,20.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,94.0,2.0,1.0,3.0,1.0,3.0,,5.0
6_Congo_MICS6_643_16_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,0.0
6_Congo_MICS6_643_17_1,20.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0
6_Congo_MICS6_643_18_1,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_643_19_2,31.0,,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,,,4.0,,5.0
6_Congo_MICS6_643_20_2,31.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0
6_Congo_MICS6_643_21_3,31.0,,2.0,1.0,,2.0,2.0,1.0,21.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_643_21_4,31.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,3.0,1.0,1.0,,,4.0
6_Congo_MICS6_643_23_2,31.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0
6_Congo_MICS6_643_23_4,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,1.0
6_Congo_MICS6_643_24_1,10.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_643_25_2,33.0,,2.0,1.0,,2.0,,,9.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
6_Congo_MICS6_643_26_1,10.0,,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_643_26_2,31.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_643_26_3,31.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_643_26_11,20.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_643_27_2,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,,0.0
6_Congo_MICS6_643_27_5,10.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,3.0,,,,,4.0
6_Congo_MICS6_643_28_1,10.0,,2.0,2.0,,2.0,2.0,1.0,24.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_643_29_2,20.0,,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_643_29_3,32.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_643_30_1,10.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_644_1_2,20.0,,2.0,2.0,,2.0,2.0,1.0,15.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_644_3_1,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_644_4_3,31.0,,2.0,2.0,,2.0,2.0,1.0,10.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_644_6_1,10.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_644_7_2,31.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,93.0,2.0,1.0,2.0,1.0,1.0,,6.0
6_Congo_MICS6_644_7_4,31.0,,2.0,1.0,,2.0,2.0,1.0,14.0,2.0,3.0,1.0,1.0,,,6.0
6_Congo_MICS6_644_9_1,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_644_13_2,31.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_644_14_1,31.0,,2.0,2.0,3.0,1.0,,,8.0,2.0,1.0,1.0,1.0,3.0,0.0,7.0
6_Congo_MICS6_644_15_1,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,,4.0
6_Congo_MICS6_644_15_2,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_644_16_2,31.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_644_17_2,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_644_19_2,20.0,,2.0,2.0,0.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_644_20_3,31.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_644_21_1,10.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,8.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_644_22_4,31.0,,2.0,2.0,,2.0,2.0,1.0,12.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
6_Congo_MICS6_644_23_2,40.0,1.0,,1.0,1.0,2.0,,,6.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0
6_Congo_MICS6_644_24_1,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_644_25_2,31.0,1.0,1.0,1.0,,2.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_644_25_3,31.0,1.0,2.0,1.0,,2.0,,,4.0,1.0,1.0,2.0,1.0,3.0,,7.0
6_Congo_MICS6_644_25_4,31.0,1.0,2.0,1.0,,2.0,2.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_644_26_1,31.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,1.0
6_Congo_MICS6_644_27_2,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,23.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_644_28_2,10.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_644_28_4,32.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_644_30_3,31.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_645_1_2,31.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_645_1_4,31.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_645_2_2,10.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_645_3_3,32.0,,2.0,1.0,,2.0,2.0,1.0,17.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_645_3_4,31.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_645_5_1,10.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,93.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_645_5_2,10.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_645_6_1,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_645_8_2,,3.0,2.0,2.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0
6_Congo_MICS6_645_9_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_645_10_3,20.0,,2.0,1.0,4.0,2.0,2.0,1.0,12.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_645_11_1,10.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_645_13_2,20.0,,2.0,1.0,2.0,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_645_13_7,20.0,,2.0,1.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_645_14_2,,,2.0,1.0,6.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_645_14_5,20.0,,2.0,2.0,,2.0,2.0,8.0,9.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_645_15_1,20.0,,2.0,1.0,0.0,2.0,2.0,3.0,21.0,2.0,3.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_645_16_1,10.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,21.0,2.0,1.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_645_16_4,20.0,1.0,2.0,2.0,,2.0,2.0,1.0,11.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_645_16_5,10.0,1.0,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,3.0,,,,,3.0
6_Congo_MICS6_645_17_1,10.0,3.0,2.0,2.0,3.0,2.0,,,2.0,2.0,1.0,1.0,1.0,3.0,,1.0
6_Congo_MICS6_645_18_2,20.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_645_19_1,,,2.0,2.0,1.0,2.0,2.0,1.0,11.0,2.0,1.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_645_21_2,10.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_645_23_1,20.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_645_24_2,10.0,,2.0,2.0,,2.0,2.0,1.0,16.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_645_28_3,31.0,3.0,2.0,2.0,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_645_28_4,20.0,,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_645_30_1,31.0,,2.0,2.0,,2.0,2.0,1.0,12.0,1.0,3.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_646_1_2,32.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0
6_Congo_MICS6_646_2_2,31.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,94.0,2.0,1.0,1.0,1.0,1.0,6.0,9.0
6_Congo_MICS6_646_5_2,31.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0
6_Congo_MICS6_646_6_4,31.0,3.0,2.0,2.0,,2.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_646_6_6,31.0,3.0,2.0,1.0,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,,4.0
6_Congo_MICS6_646_7_2,31.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,94.0,2.0,1.0,2.0,1.0,1.0,,7.0
6_Congo_MICS6_646_7_3,31.0,1.0,1.0,1.0,,2.0,,,7.0,2.0,1.0,,,3.0,,6.0
6_Congo_MICS6_646_8_1,31.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,20.0,2.0,1.0,2.0,1.0,1.0,,4.0
6_Congo_MICS6_646_9_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,2.0
6_Congo_MICS6_646_9_5,31.0,,2.0,2.0,,2.0,2.0,3.0,4.0,2.0,3.0,,,,,1.0
6_Congo_MICS6_646_9_10,10.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0
6_Congo_MICS6_646_10_3,40.0,,1.0,1.0,,2.0,2.0,1.0,10.0,2.0,3.0,2.0,1.0,4.0,,8.0
6_Congo_MICS6_646_10_4,31.0,,1.0,1.0,,2.0,9.0,1.0,2.0,2.0,3.0,,,,,6.0
